plot.id,year,dist,region
US 3,2010,0.172413793,Southern Hokkaido
US 3,2011,0.375,Southern Hokkaido
US 3,2012,0.388888889,Southern Hokkaido
US 3,2013,0.257142857,Southern Hokkaido
US 3,2014,0.290322581,Southern Hokkaido
US 3,2015,0.24137931,Southern Hokkaido
US 3,2016,0.25,Southern Hokkaido
US 3,2017,0.24137931,Southern Hokkaido
US 3,2018,0.393939394,Southern Hokkaido
US 4,2003,0,Southern Hokkaido
US 4,2004,0.2,Southern Hokkaido
US 4,2005,0.217391304,Southern Hokkaido
US 4,2006,0.217391304,Southern Hokkaido
US 4,2007,0.2,Southern Hokkaido
US 4,2008,0.636363636,Southern Hokkaido
US 4,2009,0.234042553,Southern Hokkaido
US 4,2010,0.234042553,Southern Hokkaido
US 4,2011,0.215686275,Southern Hokkaido
US 4,2012,0.276595745,Southern Hokkaido
US 4,2013,0.2,Southern Hokkaido
US 4,2014,0.347826087,Southern Hokkaido
US 4,2015,0.234042553,Southern Hokkaido
US 4,2016,0.306122449,Southern Hokkaido
US 4,2017,0.347826087,Southern Hokkaido
US 4,2018,0.32,Southern Hokkaido
US 5,2003,0,Southern Hokkaido
US 5,2004,0.083333333,Southern Hokkaido
US 5,2005,0.217391304,Southern Hokkaido
US 5,2006,0.25,Southern Hokkaido
US 5,2007,0.368421053,Southern Hokkaido
US 5,2008,0.684210526,Southern Hokkaido
US 5,2009,0.454545455,Southern Hokkaido
US 5,2010,0.230769231,Southern Hokkaido
US 5,2011,0.333333333,Southern Hokkaido
US 5,2012,0.307692308,Southern Hokkaido
US 5,2013,0.2,Southern Hokkaido
US 5,2014,0.391304348,Southern Hokkaido
US 5,2015,0.333333333,Southern Hokkaido
US 5,2016,0.416666667,Southern Hokkaido
US 5,2017,0.555555556,Southern Hokkaido
US 5,2018,0.357142857,Southern Hokkaido
AG 1,2003,0,Rikuchu
AG 1,2004,0.351351351,Rikuchu
AG 1,2005,0.333333333,Rikuchu
AG 1,2006,0.35,Rikuchu
AG 1,2007,0.4375,Rikuchu
AG 1,2008,0.375,Rikuchu
AG 1,2009,0.4,Rikuchu
AG 1,2010,0.485714286,Rikuchu
AG 1,2011,0.428571429,Rikuchu
AG 1,2012,0.526315789,Rikuchu
AG 1,2013,0.56097561,Rikuchu
AG 1,2014,0.6,Rikuchu
AG 1,2015,0.56097561,Rikuchu
AG 1,2016,0.513513514,Rikuchu
AG 1,2017,0.5625,Rikuchu
AG 1,2018,0.485714286,Rikuchu
AG 2,2003,0,Rikuchu
AG 2,2004,0.04,Rikuchu
AG 2,2005,0.304347826,Rikuchu
AG 2,2006,0.266666667,Rikuchu
AG 2,2007,0.259259259,Rikuchu
AG 2,2008,0.307692308,Rikuchu
AG 2,2009,0.28,Rikuchu
AG 2,2010,0.384615385,Rikuchu
AG 2,2011,0.44,Rikuchu
AG 2,2012,0.517241379,Rikuchu
AG 2,2013,0.419354839,Rikuchu
AG 2,2014,0.407407407,Rikuchu
AG 2,2015,0.44,Rikuchu
AG 2,2016,0.5,Rikuchu
AG 2,2017,0.407407407,Rikuchu
AG 2,2018,0.304347826,Rikuchu
AG 3,2003,0,Rikuchu
AG 3,2004,0.222222222,Rikuchu
AG 3,2005,0.238095238,Rikuchu
AG 3,2006,0.222222222,Rikuchu
AG 3,2007,0.176470588,Rikuchu
AG 3,2008,0.333333333,Rikuchu
AG 3,2009,0.285714286,Rikuchu
AG 3,2010,0.368421053,Rikuchu
AG 3,2011,0.555555556,Rikuchu
AG 3,2012,0.5,Rikuchu
AG 3,2013,0.555555556,Rikuchu
AG 3,2014,0.333333333,Rikuchu
AG 3,2015,0.565217391,Rikuchu
AG 3,2016,0.545454545,Rikuchu
AG 3,2017,0.565217391,Rikuchu
AG 3,2018,0.5,Rikuchu
AG 4,2003,0,Rikuchu
AG 4,2004,0.25,Rikuchu
AG 4,2005,0.517241379,Rikuchu
AG 4,2006,0.36,Rikuchu
AG 4,2007,0.36,Rikuchu
AG 4,2008,0.391304348,Rikuchu
AG 4,2009,0.304347826,Rikuchu
AG 4,2010,0.481481481,Rikuchu
AG 4,2011,0.75,Rikuchu
AG 4,2012,0.483870968,Rikuchu
AG 4,2013,0.538461538,Rikuchu
AG 4,2014,0.655172414,Rikuchu
AG 4,2015,0.542857143,Rikuchu
AG 4,2016,0.512195122,Rikuchu
AG 4,2017,0.428571429,Rikuchu
AG 4,2018,0.448275862,Rikuchu
AG 5,2003,0,Rikuchu
AG 5,2004,0.4,Rikuchu
AG 5,2005,0.45,Rikuchu
AG 5,2006,0.428571429,Rikuchu
AG 5,2007,0.52173913,Rikuchu
AG 5,2008,0.454545455,Rikuchu
AG 5,2009,0.487179487,Rikuchu
AG 5,2010,0.459459459,Rikuchu
AG 5,2011,0.533333333,Rikuchu
AG 5,2012,0.6,Rikuchu
AG 5,2013,0.65,Rikuchu
AG 5,2014,0.666666667,Rikuchu
AG 5,2015,0.5625,Rikuchu
AG 5,2016,0.612903226,Rikuchu
AG 5,2017,0.4375,Rikuchu
AG 5,2018,0.466666667,Rikuchu
AK 1,2003,0,Rikuchu
AK 1,2004,0.257142857,Rikuchu
AK 1,2005,0.263157895,Rikuchu
AK 1,2006,0.384615385,Rikuchu
AK 1,2007,0.405405405,Rikuchu
AK 1,2008,0.333333333,Rikuchu
AK 1,2009,0.388888889,Rikuchu
AK 1,2010,0.405405405,Rikuchu
AK 1,2011,0.703703704,Rikuchu
AK 1,2012,0.5,Rikuchu
AK 1,2013,0.444444444,Rikuchu
AK 1,2014,0.405405405,Rikuchu
AK 1,2015,0.375,Rikuchu
AK 1,2016,0.371428571,Rikuchu
AK 1,2017,0.388888889,Rikuchu
AK 1,2018,0.35483871,Rikuchu
AK 5,2003,0,Rikuchu
AK 5,2004,0.28,Rikuchu
AK 5,2005,0.357142857,Rikuchu
AK 5,2006,0.333333333,Rikuchu
AK 5,2007,0.481481481,Rikuchu
AK 5,2008,0.419354839,Rikuchu
AK 5,2009,0.5,Rikuchu
AK 5,2010,0.538461538,Rikuchu
AK 5,2011,0.619047619,Rikuchu
AK 5,2012,0.483870968,Rikuchu
AK 5,2013,0.642857143,Rikuchu
AK 5,2014,0.642857143,Rikuchu
AK 5,2015,0.571428571,Rikuchu
AK 5,2016,0.428571429,Rikuchu
AK 5,2017,0.5,Rikuchu
AK 5,2018,0.548387097,Rikuchu
KG 1,2003,0,Rikuchu
KG 1,2004,0.181818182,Rikuchu
KG 1,2005,0.217391304,Rikuchu
KG 1,2006,0.28,Rikuchu
KG 1,2007,0.411764706,Rikuchu
KG 1,2008,0.375,Rikuchu
KG 1,2009,0.2,Rikuchu
KG 1,2010,0.36,Rikuchu
KG 1,2011,0.571428571,Rikuchu
KG 1,2012,0.368421053,Rikuchu
KG 1,2013,0.333333333,Rikuchu
KG 1,2014,0.363636364,Rikuchu
KG 1,2015,0.448275862,Rikuchu
KG 1,2016,0.466666667,Rikuchu
KG 1,2017,0.448275862,Rikuchu
KG 1,2018,0.391304348,Rikuchu
KG 2,2003,0,Rikuchu
KG 2,2004,0.333333333,Rikuchu
KG 2,2005,0.428571429,Rikuchu
KG 2,2006,0.310344828,Rikuchu
KG 2,2007,0.407407407,Rikuchu
KG 2,2008,0.36,Rikuchu
KG 2,2009,0.333333333,Rikuchu
KG 2,2010,0.384615385,Rikuchu
KG 2,2011,0.545454545,Rikuchu
KG 2,2012,0.448275862,Rikuchu
KG 2,2013,0.448275862,Rikuchu
KG 2,2014,0.428571429,Rikuchu
KG 2,2015,0.428571429,Rikuchu
KG 2,2016,0.411764706,Rikuchu
KG 2,2017,0.485714286,Rikuchu
KG 2,2018,0.35483871,Rikuchu
KG 3,2003,0,Rikuchu
KG 3,2004,0.230769231,Rikuchu
KG 3,2005,0.36,Rikuchu
KG 3,2006,0.307692308,Rikuchu
KG 3,2007,0.44,Rikuchu
KG 3,2008,0.25,Rikuchu
KG 3,2009,0.44,Rikuchu
KG 3,2010,0.481481481,Rikuchu
KG 3,2011,0.444444444,Rikuchu
KG 3,2012,0.6,Rikuchu
KG 3,2013,0.555555556,Rikuchu
KG 3,2014,0.523809524,Rikuchu
KG 3,2015,0.481481481,Rikuchu
KG 3,2016,0.35483871,Rikuchu
KG 3,2017,0.466666667,Rikuchu
KG 3,2018,0.47826087,Rikuchu
KG 4,2003,0,Rikuchu
KG 4,2004,0.28,Rikuchu
KG 4,2005,0.357142857,Rikuchu
KG 4,2006,0.481481481,Rikuchu
KG 4,2007,0.428571429,Rikuchu
KG 4,2008,0.384615385,Rikuchu
KG 4,2009,0.416666667,Rikuchu
KG 4,2010,0.448275862,Rikuchu
KG 4,2011,0.5,Rikuchu
KG 4,2012,0.407407407,Rikuchu
KG 4,2013,0.555555556,Rikuchu
KG 4,2014,0.47826087,Rikuchu
KG 4,2015,0.448275862,Rikuchu
KG 4,2016,0.5,Rikuchu
KG 4,2017,0.407407407,Rikuchu
KG 4,2018,0.461538462,Rikuchu
KG 5,2003,0,Rikuchu
KG 5,2004,0.142857143,Rikuchu
KG 5,2005,0.25,Rikuchu
KG 5,2006,0.315789474,Rikuchu
KG 5,2007,0.235294118,Rikuchu
KG 5,2008,0.333333333,Rikuchu
KG 5,2009,0.2,Rikuchu
KG 5,2010,0.263157895,Rikuchu
KG 5,2011,0.6,Rikuchu
KG 5,2012,0.444444444,Rikuchu
KG 5,2013,0.517241379,Rikuchu
KG 5,2014,0.405405405,Rikuchu
KG 5,2015,0.384615385,Rikuchu
KG 5,2016,0.405405405,Rikuchu
KG 5,2017,0.333333333,Rikuchu
KG 5,2018,0.4,Rikuchu
MJ 1,2003,0,Rikuchu
MJ 1,2004,0.166666667,Rikuchu
MJ 1,2005,0.297297297,Rikuchu
MJ 1,2006,0.333333333,Rikuchu
MJ 1,2007,0.333333333,Rikuchu
MJ 1,2008,0.533333333,Rikuchu
MJ 1,2009,0.411764706,Rikuchu
MJ 1,2010,0.333333333,Rikuchu
MJ 1,2011,0.52,Rikuchu
MJ 1,2012,0.517241379,Rikuchu
MJ 1,2013,0.454545455,Rikuchu
MJ 1,2014,0.384615385,Rikuchu
MJ 1,2015,0.393939394,Rikuchu
MJ 1,2016,0.483870968,Rikuchu
MJ 1,2017,0.466666667,Rikuchu
MJ 1,2018,0.533333333,Rikuchu
MJ 2,2003,0,Rikuchu
MJ 2,2004,0.161290323,Rikuchu
MJ 2,2005,0.212121212,Rikuchu
MJ 2,2006,0.411764706,Rikuchu
MJ 2,2007,0.393939394,Rikuchu
MJ 2,2008,0.384615385,Rikuchu
MJ 2,2009,0.419354839,Rikuchu
MJ 2,2010,0.352941176,Rikuchu
MJ 2,2011,0.448275862,Rikuchu
MJ 2,2012,0.4375,Rikuchu
MJ 2,2013,0.444444444,Rikuchu
MJ 2,2014,0.375,Rikuchu
MJ 2,2015,0.5,Rikuchu
MJ 2,2016,0.405405405,Rikuchu
MJ 2,2017,0.333333333,Rikuchu
MJ 2,2018,0.4375,Rikuchu
MJ 3,2003,0,Rikuchu
MJ 3,2004,0.25,Rikuchu
MJ 3,2005,0.4,Rikuchu
MJ 3,2006,0.365853659,Rikuchu
MJ 3,2007,0.538461538,Rikuchu
MJ 3,2008,0.529411765,Rikuchu
MJ 3,2009,0.428571429,Rikuchu
MJ 3,2010,0.473684211,Rikuchu
MJ 3,2011,0.571428571,Rikuchu
MJ 3,2012,0.5625,Rikuchu
MJ 3,2013,0.6,Rikuchu
MJ 3,2014,0.567567568,Rikuchu
MJ 3,2015,0.612903226,Rikuchu
MJ 3,2016,0.621621622,Rikuchu
MJ 3,2017,0.58974359,Rikuchu
MJ 3,2018,0.705882353,Rikuchu
MJ 4,2003,0,Rikuchu
MJ 4,2004,0.222222222,Rikuchu
MJ 4,2005,0.3,Rikuchu
MJ 4,2006,0.365853659,Rikuchu
MJ 4,2007,0.473684211,Rikuchu
MJ 4,2008,0.365853659,Rikuchu
MJ 4,2009,0.243243243,Rikuchu
MJ 4,2010,0.315789474,Rikuchu
MJ 4,2011,0.642857143,Rikuchu
MJ 4,2012,0.529411765,Rikuchu
MJ 4,2013,0.513513514,Rikuchu
MJ 4,2014,0.588235294,Rikuchu
MJ 4,2015,0.517241379,Rikuchu
MJ 4,2016,0.513513514,Rikuchu
MJ 4,2017,0.5,Rikuchu
MJ 4,2018,0.741935484,Rikuchu
MJ 5,2003,0,Rikuchu
MJ 5,2004,0.185185185,Rikuchu
MJ 5,2005,0.24137931,Rikuchu
MJ 5,2006,0.24137931,Rikuchu
MJ 5,2007,0.310344828,Rikuchu
MJ 5,2008,0.230769231,Rikuchu
MJ 5,2009,0.259259259,Rikuchu
MJ 5,2010,0.466666667,Rikuchu
MJ 5,2011,0.5,Rikuchu
MJ 5,2012,0.52,Rikuchu
MJ 5,2013,0.379310345,Rikuchu
MJ 5,2014,0.52,Rikuchu
MJ 5,2015,0.416666667,Rikuchu
MJ 5,2016,0.4375,Rikuchu
MJ 5,2017,0.384615385,Rikuchu
MJ 5,2018,0.555555556,Rikuchu
OR 1,2003,0,Rikuchu
OR 1,2004,0.181818182,Rikuchu
OR 1,2005,0.25,Rikuchu
OR 1,2006,0.461538462,Rikuchu
OR 1,2007,0.307692308,Rikuchu
OR 1,2008,0.217391304,Rikuchu
OR 1,2009,0.333333333,Rikuchu
OR 1,2010,0.217391304,Rikuchu
OR 1,2011,0.466666667,Rikuchu
OR 1,2012,0.523809524,Rikuchu
OR 1,2013,0.666666667,Rikuchu
OR 1,2014,0.454545455,Rikuchu
OR 1,2015,0.5,Rikuchu
OR 1,2016,0.363636364,Rikuchu
OR 1,2017,0.454545455,Rikuchu
OR 1,2018,0.368421053,Rikuchu
OR 2,2003,0,Rikuchu
OR 2,2004,0.35483871,Rikuchu
OR 2,2005,0.272727273,Rikuchu
OR 2,2006,0.3125,Rikuchu
OR 2,2007,0.485714286,Rikuchu
OR 2,2008,0.3125,Rikuchu
OR 2,2009,0.481481481,Rikuchu
OR 2,2010,0.3125,Rikuchu
OR 2,2011,0.379310345,Rikuchu
OR 2,2012,0.483870968,Rikuchu
OR 2,2013,0.470588235,Rikuchu
OR 2,2014,0.454545455,Rikuchu
OR 2,2015,0.4375,Rikuchu
OR 2,2016,0.575757576,Rikuchu
OR 2,2017,0.533333333,Rikuchu
OR 2,2018,0.483870968,Rikuchu
OR 3,2003,0,Rikuchu
OR 3,2004,0.230769231,Rikuchu
OR 3,2005,0.44,Rikuchu
OR 3,2006,0.428571429,Rikuchu
OR 3,2007,0.407407407,Rikuchu
OR 3,2008,0.44,Rikuchu
OR 3,2009,0.36,Rikuchu
OR 3,2010,0.36,Rikuchu
OR 3,2011,0.473684211,Rikuchu
OR 3,2012,0.428571429,Rikuchu
OR 3,2013,0.6,Rikuchu
OR 3,2014,0.52,Rikuchu
OR 3,2015,0.416666667,Rikuchu
OR 3,2016,0.52,Rikuchu
OR 3,2017,0.571428571,Rikuchu
OR 3,2018,0.548387097,Rikuchu
OR 4,2003,0,Rikuchu
OR 4,2004,0.157894737,Rikuchu
OR 4,2005,0.4,Rikuchu
OR 4,2006,0.3,Rikuchu
OR 4,2007,0.263157895,Rikuchu
OR 4,2008,0.333333333,Rikuchu
OR 4,2009,0.304347826,Rikuchu
OR 4,2010,0.4,Rikuchu
OR 4,2011,0.571428571,Rikuchu
OR 4,2012,0.473684211,Rikuchu
OR 4,2013,0.583333333,Rikuchu
OR 4,2014,0.6,Rikuchu
OR 4,2015,0.461538462,Rikuchu
OR 4,2016,0.444444444,Rikuchu
OR 4,2017,0.36,Rikuchu
OR 4,2018,0.555555556,Rikuchu
CK 1,2003,0,Boso
CK 1,2004,0.151515152,Boso
CK 1,2005,0.161290323,Boso
CK 1,2006,0.257142857,Boso
CK 1,2007,0.290322581,Boso
CK 1,2008,0.2,Boso
CK 1,2009,0.235294118,Boso
CK 1,2010,0.212121212,Boso
CK 1,2011,0.444444444,Boso
CK 1,2012,0.421052632,Boso
CK 1,2013,0.4,Boso
CK 1,2014,0.393939394,Boso
CK 1,2015,0.371428571,Boso
CK 1,2016,0.444444444,Boso
CK 1,2017,0.294117647,Boso
CK 1,2018,0.290322581,Boso
CK 2,2003,0,Boso
CK 2,2004,0.235294118,Boso
CK 2,2005,0.166666667,Boso
CK 2,2006,0.393939394,Boso
CK 2,2007,0.388888889,Boso
CK 2,2008,0.290322581,Boso
CK 2,2009,0.243243243,Boso
CK 2,2010,0.371428571,Boso
CK 2,2011,0.277777778,Boso
CK 2,2012,0.2,Boso
CK 2,2013,0.4,Boso
CK 2,2014,0.333333333,Boso
CK 2,2015,0.315789474,Boso
CK 2,2016,0.315789474,Boso
CK 2,2017,0.230769231,Boso
CK 2,2018,0.333333333,Boso
CK 4,2003,0,Boso
CK 4,2004,0.24137931,Boso
CK 4,2005,0.133333333,Boso
CK 4,2006,0.333333333,Boso
CK 4,2007,0.333333333,Boso
CK 4,2008,0.35483871,Boso
CK 4,2009,0.333333333,Boso
CK 4,2010,0.35483871,Boso
CK 4,2011,0.375,Boso
CK 4,2012,0.3125,Boso
CK 4,2013,0.419354839,Boso
CK 4,2014,0.428571429,Boso
CK 4,2015,0.375,Boso
CK 4,2016,0.357142857,Boso
CK 4,2017,0.333333333,Boso
CK 4,2018,0.36,Boso
CK 5,2003,0,Boso
CK 5,2004,0.1875,Boso
CK 5,2005,0.290322581,Boso
CK 5,2006,0.4375,Boso
CK 5,2007,0.466666667,Boso
CK 5,2008,0.333333333,Boso
CK 5,2009,0.294117647,Boso
CK 5,2010,0.257142857,Boso
CK 5,2011,0.357142857,Boso
CK 5,2012,0.294117647,Boso
CK 5,2013,0.257142857,Boso
CK 5,2014,0.4375,Boso
CK 5,2015,0.314285714,Boso
CK 5,2016,0.461538462,Boso
CK 5,2017,0.371428571,Boso
CK 5,2018,0.36,Boso
EM 1,2003,0,Boso
EM 1,2004,0.172413793,Boso
EM 1,2005,0.214285714,Boso
EM 1,2006,0.25,Boso
EM 1,2007,0.47826087,Boso
EM 1,2008,0.307692308,Boso
EM 1,2009,0.103448276,Boso
EM 1,2010,0.24137931,Boso
EM 1,2011,0.285714286,Boso
EM 1,2012,0.161290323,Boso
EM 1,2013,0.35483871,Boso
EM 1,2014,0.214285714,Boso
EM 1,2015,0.172413793,Boso
EM 1,2016,0.333333333,Boso
EM 1,2017,0.28,Boso
EM 1,2018,0.230769231,Boso
EM 2,2003,0,Boso
EM 2,2004,0.214285714,Boso
EM 2,2005,0.266666667,Boso
EM 2,2006,0.35483871,Boso
EM 2,2007,0.454545455,Boso
EM 2,2008,0.3125,Boso
EM 2,2009,0.2,Boso
EM 2,2010,0.290322581,Boso
EM 2,2011,0.4,Boso
EM 2,2012,0.375,Boso
EM 2,2013,0.266666667,Boso
EM 2,2014,0.357142857,Boso
EM 2,2015,0.290322581,Boso
EM 2,2016,0.266666667,Boso
EM 2,2017,0.266666667,Boso
EM 2,2018,0.285714286,Boso
EM 3,2003,0,Boso
EM 3,2004,0.235294118,Boso
EM 3,2005,0.272727273,Boso
EM 3,2006,0.2,Boso
EM 3,2007,0.243243243,Boso
EM 3,2008,0.310344828,Boso
EM 3,2009,0.235294118,Boso
EM 3,2010,0.222222222,Boso
EM 3,2011,0.2,Boso
EM 3,2012,0.268292683,Boso
EM 3,2013,0.302325581,Boso
EM 3,2014,0.230769231,Boso
EM 3,2015,0.2,Boso
EM 3,2016,0.210526316,Boso
EM 3,2017,0.333333333,Boso
EM 3,2018,0.179487179,Boso
EM 4,2003,0,Boso
EM 4,2004,0.304347826,Boso
EM 4,2005,0.36,Boso
EM 4,2006,0.238095238,Boso
EM 4,2007,0.157894737,Boso
EM 4,2008,0.181818182,Boso
EM 4,2009,0.222222222,Boso
EM 4,2010,0.304347826,Boso
EM 4,2011,0.333333333,Boso
EM 4,2012,0.36,Boso
EM 4,2013,0.379310345,Boso
EM 4,2014,0.272727273,Boso
EM 4,2015,0.333333333,Boso
EM 4,2016,0.428571429,Boso
EM 4,2017,0.36,Boso
EM 4,2018,0.391304348,Boso
EM 5,2003,0,Boso
EM 5,2004,0.217391304,Boso
EM 5,2005,0.28,Boso
EM 5,2006,0.2,Boso
EM 5,2007,0.2,Boso
EM 5,2008,0.217391304,Boso
EM 5,2009,0.28,Boso
EM 5,2010,0.307692308,Boso
EM 5,2011,0.333333333,Boso
EM 5,2012,0.363636364,Boso
EM 5,2013,0.4,Boso
EM 5,2014,0.363636364,Boso
EM 5,2015,0.533333333,Boso
EM 5,2016,0.428571429,Boso
EM 5,2017,0.407407407,Boso
EM 5,2018,0.384615385,Boso
KM 1,2003,0,Boso
KM 1,2004,0.217391304,Boso
KM 1,2005,0.357142857,Boso
KM 1,2006,0.4375,Boso
KM 1,2007,0.44,Boso
KM 1,2008,0.384615385,Boso
KM 1,2009,0.36,Boso
KM 1,2010,0.36,Boso
KM 1,2011,0.466666667,Boso
KM 1,2012,0.466666667,Boso
KM 1,2013,0.448275862,Boso
KM 1,2014,0.4375,Boso
KM 1,2015,0.428571429,Boso
KM 1,2016,0.384615385,Boso
KM 1,2017,0.407407407,Boso
KM 1,2018,0.461538462,Boso
KM 2,2003,0,Boso
KM 2,2004,0.393939394,Boso
KM 2,2005,0.333333333,Boso
KM 2,2006,0.294117647,Boso
KM 2,2007,0.393939394,Boso
KM 2,2008,0.3125,Boso
KM 2,2009,0.371428571,Boso
KM 2,2010,0.333333333,Boso
KM 2,2011,0.4375,Boso
KM 2,2012,0.375,Boso
KM 2,2013,0.384615385,Boso
KM 2,2014,0.310344828,Boso
KM 2,2015,0.454545455,Boso
KM 2,2016,0.266666667,Boso
KM 2,2017,0.393939394,Boso
KM 2,2018,0.357142857,Boso
KM 3,2003,0,Boso
KM 3,2004,0.44,Boso
KM 3,2005,0.333333333,Boso
KM 3,2006,0.555555556,Boso
KM 3,2007,0.363636364,Boso
KM 3,2008,0.391304348,Boso
KM 3,2009,0.333333333,Boso
KM 3,2010,0.36,Boso
KM 3,2011,0.454545455,Boso
KM 3,2012,0.307692308,Boso
KM 3,2013,0.481481481,Boso
KM 3,2014,0.28,Boso
KM 3,2015,0.44,Boso
KM 3,2016,0.36,Boso
KM 3,2017,0.307692308,Boso
KM 3,2018,0.304347826,Boso
KM 4,2003,0,Boso
KM 4,2004,0.25,Boso
KM 4,2005,0.272727273,Boso
KM 4,2006,0.294117647,Boso
KM 4,2007,0.272727273,Boso
KM 4,2008,0.371428571,Boso
KM 4,2009,0.371428571,Boso
KM 4,2010,0.310344828,Boso
KM 4,2011,0.375,Boso
KM 4,2012,0.428571429,Boso
KM 4,2013,0.35483871,Boso
KM 4,2014,0.351351351,Boso
KM 4,2015,0.4,Boso
KM 4,2016,0.371428571,Boso
KM 4,2017,0.428571429,Boso
KM 4,2018,0.290322581,Boso
KM 5,2003,0,Boso
KM 5,2004,0.314285714,Boso
KM 5,2005,0.368421053,Boso
KM 5,2006,0.368421053,Boso
KM 5,2007,0.6,Boso
KM 5,2008,0.411764706,Boso
KM 5,2009,0.5,Boso
KM 5,2010,0.393939394,Boso
KM 5,2011,0.4375,Boso
KM 5,2012,0.411764706,Boso
KM 5,2013,0.435897436,Boso
KM 5,2014,0.487179487,Boso
KM 5,2015,0.405405405,Boso
KM 5,2016,0.333333333,Boso
KM 5,2017,0.470588235,Boso
KM 5,2018,0.542857143,Boso
MR 1,2003,0,Boso
MR 1,2004,0.36,Boso
MR 1,2005,0.24137931,Boso
MR 1,2006,0.448275862,Boso
MR 1,2007,0.333333333,Boso
MR 1,2008,0.363636364,Boso
MR 1,2009,0.379310345,Boso
MR 1,2010,0.290322581,Boso
MR 1,2011,0.225806452,Boso
MR 1,2012,0.333333333,Boso
MR 1,2013,0.371428571,Boso
MR 1,2014,0.419354839,Boso
MR 1,2015,0.375,Boso
MR 1,2016,0.3125,Boso
MR 1,2017,0.3125,Boso
MR 1,2018,0.448275862,Boso
MR 2,2003,0,Boso
MR 2,2004,0.24137931,Boso
MR 2,2005,0.310344828,Boso
MR 2,2006,0.294117647,Boso
MR 2,2007,0.647058824,Boso
MR 2,2008,0.36,Boso
MR 2,2009,0.379310345,Boso
MR 2,2010,0.333333333,Boso
MR 2,2011,0.419354839,Boso
MR 2,2012,0.4375,Boso
MR 2,2013,0.411764706,Boso
MR 2,2014,0.529411765,Boso
MR 2,2015,0.428571429,Boso
MR 2,2016,0.419354839,Boso
MR 2,2017,0.483870968,Boso
MR 2,2018,0.517241379,Boso
MR 3,2003,0,Boso
MR 3,2004,0.285714286,Boso
MR 3,2005,0.290322581,Boso
MR 3,2006,0.448275862,Boso
MR 3,2007,0.310344828,Boso
MR 3,2008,0.333333333,Boso
MR 3,2009,0.285714286,Boso
MR 3,2010,0.3125,Boso
MR 3,2011,0.225806452,Boso
MR 3,2012,0.272727273,Boso
MR 3,2013,0.352941176,Boso
MR 3,2014,0.285714286,Boso
MR 3,2015,0.5,Boso
MR 3,2016,0.375,Boso
MR 3,2017,0.4375,Boso
MR 3,2018,0.35483871,Boso
MR 4,2003,0,Boso
MR 4,2004,0.454545455,Boso
MR 4,2005,0.259259259,Boso
MR 4,2006,0.407407407,Boso
MR 4,2007,0.368421053,Boso
MR 4,2008,0.3,Boso
MR 4,2009,0.230769231,Boso
MR 4,2010,0.28,Boso
MR 4,2011,0.2,Boso
MR 4,2012,0.28,Boso
MR 4,2013,0.285714286,Boso
MR 4,2014,0.28,Boso
MR 4,2015,0.166666667,Boso
MR 4,2016,0.304347826,Boso
MR 4,2017,0.333333333,Boso
MR 4,2018,0.307692308,Boso
MR 5,2003,0,Boso
MR 5,2004,0.5,Boso
MR 5,2005,0.285714286,Boso
MR 5,2006,0.52,Boso
MR 5,2007,0.47826087,Boso
MR 5,2008,0.523809524,Boso
MR 5,2009,0.36,Boso
MR 5,2010,0.407407407,Boso
MR 5,2011,0.416666667,Boso
MR 5,2012,0.28,Boso
MR 5,2013,0.4,Boso
MR 5,2014,0.357142857,Boso
MR 5,2015,0.454545455,Boso
MR 5,2016,0.419354839,Boso
MR 5,2017,0.548387097,Boso
MR 5,2018,0.461538462,Boso
NS 1,2003,0,Boso
NS 1,2004,0.130434783,Boso
NS 1,2005,0.307692308,Boso
NS 1,2006,0.384615385,Boso
NS 1,2007,0.3,Boso
NS 1,2008,0.2307692,Boso
NS 1,2009,0.307692308,Boso
NS 1,2010,0.25,Boso
NS 1,2011,0.12,Boso
NS 1,2012,0.230769231,Boso
NS 1,2013,0.238095238,Boso
NS 1,2014,0.333333333,Boso
NS 1,2015,0.304347826,Boso
NS 1,2016,0.2,Boso
NS 1,2017,0.454545455,Boso
NS 1,2018,0.25,Boso
NS 2,2003,0,Boso
NS 2,2004,0.428571429,Boso
NS 2,2005,0.333333333,Boso
NS 2,2006,0.407407407,Boso
NS 2,2007,0.28,Boso
NS 2,2008,0.304347826,Boso
NS 2,2009,0.357142857,Boso
NS 2,2010,0.36,Boso
NS 2,2011,0.454545455,Boso
NS 2,2012,0.333333333,Boso
NS 2,2013,0.379310345,Boso
NS 2,2014,0.28,Boso
NS 2,2015,0.44,Boso
NS 2,2016,0.384615385,Boso
NS 2,2017,0.333333333,Boso
NS 2,2018,0.448275862,Boso
NS 3,2003,0,Boso
NS 3,2004,0.304347826,Boso
NS 3,2005,0.407407407,Boso
NS 3,2006,0.44,Boso
NS 3,2007,0.5,Boso
NS 3,2008,0.416666667,Boso
NS 3,2009,0.483870968,Boso
NS 3,2010,0.384615385,Boso
NS 3,2011,0.36,Boso
NS 3,2012,0.333333333,Boso
NS 3,2013,0.52,Boso
NS 3,2014,0.428571429,Boso
NS 3,2015,0.333333333,Boso
NS 3,2016,0.391304348,Boso
NS 3,2017,0.461538462,Boso
NS 3,2018,0.416666667,Boso
NS 4,2003,0,Boso
NS 4,2004,0.304347826,Boso
NS 4,2005,0.153846154,Boso
